category_key,parent_category_key,name.en_US,name.en_GB,name.en_IE,name.fr_BE,name.nl_BE,name.nl_NL,meta_title.en_US,meta_title.en_GB,meta_title.en_IE,meta_title.fr_BE,meta_title.nl_BE,meta_title.nl_NL,meta_description.en_US,meta_description.en_GB,meta_description.en_IE,meta_description.fr_BE,meta_description.nl_BE,meta_description.nl_NL,meta_keywords.en_US,meta_keywords.en_GB,meta_keywords.en_IE,meta_keywords.fr_BE,meta_keywords.nl_BE,meta_keywords.nl_NL,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,category_image_name.en_GB,category_image_name.en_IE,category_image_name.fr_BE,category_image_name.nl_BE,category_image_name.nl_NL
SUB_11003_06,SUB_11003,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11003_07,SUB_11003,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,Skirts,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11003_08,SUB_11003,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11003_09,SUB_11003,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11003_10,SUB_11003,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11004,MC_11001,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11004_01,SUB_11004,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11004_02,SUB_11004,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,Pants for men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11004_03,SUB_11004,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11004_04,SUB_11004,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,Shirts for men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11004_05,SUB_11004,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,Sweater for men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11004_06,SUB_11004,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,Underwear for men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11004_07,SUB_11004,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11004_08,SUB_11004,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11004_09,SUB_11004,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,Suits for men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11005,MC_11001,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11005_01,SUB_11005,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11005_02,SUB_11005,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,Kids Pants,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11005_03,SUB_11005,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11005_04,SUB_11005,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11005_05,SUB_11005,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11005_06,SUB_11005,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,Children underwear,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11005_07,SUB_11005,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,Children swimwear,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11005_08,SUB_11005,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,Children accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11006,MC_11001,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,Handicrafts,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11007,MC_11001,"Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags",1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11008,MC_11001,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,Jewelry,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11009,MC_11001,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11009_01,SUB_11009,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,Shoes for men,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11009_02,SUB_11009,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,Shoes for women,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11009_03,SUB_11009,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11009_04,SUB_11009,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11009_05,SUB_11009,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11010,MC_11001,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,Watches,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11011,MC_11001,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,Work clothing,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11012,MC_11001,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,Clothing for everyone,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11012_01,SUB_11012,"Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats","Suits, Jackets & Coats",1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11012_02,SUB_11012,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,T-Shirts,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11012_03,SUB_11012,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,Shirts & Blouses,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11012_04,SUB_11012,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,Sweaters & Hoodies,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11012_05,SUB_11012,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,Dresses & Skirts,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11012_06,SUB_11012,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,Underwear,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_11012_07,SUB_11012,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,Swimwear,1,1,1,1,0,1,,Catalog (default),,,,,,
MC_12001,shop,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12001,MC_12001,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,Camping,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12002,MC_12001,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,Scooter & E-Scooter,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12003,MC_12001,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,Bicycle world,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12003_01,SUB_12003,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,E-bikes,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12003_02,SUB_12003,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12003_03,SUB_12003,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12003_04,SUB_12003,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12003_05,SUB_12003,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12004,MC_12001,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12005,MC_12001,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12006,MC_12001,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12007,MC_12001,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_12008,MC_12001,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,1,1,1,1,0,1,,Catalog (default),,,,,,
