category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.sl_SI,name.hr_HR,name.bs_BA,name.sr_RS,meta_title.sl_SI,meta_title.hr_HR,meta_title.bs_BA,meta_title.sr_RS,meta_description.sl_SI,meta_description.hr_HR,meta_description.bs_BA,meta_description.sr_RS,meta_keywords.sl_SI,meta_keywords.hr_HR,meta_keywords.bs_BA,meta_keywords.sr_RS,category_image_name.sl_SI,category_image_name.hr_HR,category_image_name.bs_BA,category_image_name.sr_RS,name.sr_ME,meta_title.sr_ME,meta_description.sr_ME,meta_keywords.sr_ME,category_image_name.sr_ME
SUB_90006_01_01,SUB_90006_01,Lyconet,Lyconet,Lyconet,Lyconet,1,1,1,1,0,1,,Catalog (default),,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,Lyconet,,,,,Lyconet,Lyconet,Lyconet,Lyconet,
SUB_90006_01_01a,SUB_90006_01_01,Top-Seller,Top-Seller,Top-Seller,Top-Seller,1,0,1,0,0,1,,Catalog (default),,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,Top-Seller,,,,,Top-Seller,Top-Seller,Top-Seller,Top-Seller,
SUB_90006_01_01b,SUB_90006_01_01,Travel,Travel,Travel,Travel,1,0,1,0,0,1,,Catalog (default),,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,Travel,,,,,Travel,Travel,Travel,Travel,
SUB_90006_01_01c,SUB_90006_01_01,Clothing,Clothing,Clothing,Clothing,1,0,1,0,0,1,,Catalog (default),,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,Clothing,,,,,Clothing,Clothing,Clothing,Clothing,
SUB_90006_01_01d,SUB_90006_01_01,CFF,CFF,CFF,CFF,1,0,1,0,0,1,,Catalog (default),,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,CFF,,,,,CFF,CFF,CFF,CFF,
SUB_90006_01_01e,SUB_90006_01_01,Eventbranding,Eventbranding,Eventbranding,Eventbranding,1,0,1,0,0,1,,Catalog (default),,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,Eventbranding,,,,,Eventbranding,Eventbranding,Eventbranding,Eventbranding,
SUB_90006_01_01f,SUB_90006_01_01,Office,Office,Office,Office,1,0,1,0,0,1,,Catalog (default),,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,,,,,Office,Office,Office,Office,
SUB_90006_01_02,SUB_90006_01,EliteClub,EliteClub,EliteClub,EliteClub,1,1,1,1,0,1,,Catalog (default),,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,EliteClub,,,,,EliteClub,EliteClub,EliteClub,EliteClub,
SUB_90007,MC_90001,all other worlds,all other worlds,all other worlds,all other worlds,1,1,1,1,0,1,,Catalog (default),,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,alle anderen Welten,,,,,all other worlds,all other worlds,all other worlds,all other worlds,
MC_11001,shop,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,1,1,1,1,0,1,,Catalog (default),,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,Mode & Accessoires,,,,,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,Fashion & Accessories,
SUB_11001,MC_11001,Accessories,Accessories,Accessories,Accessories,1,1,1,1,0,1,,Catalog (default),,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,Accessories,,,,,Accessories,Accessories,Accessories,Accessories,
SUB_11001_01,SUB_11001,Gloves,Gloves,Gloves,Gloves,1,1,1,1,0,1,,Catalog (default),,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,Handschuhe,,,,,Gloves,Gloves,Gloves,Gloves,
SUB_11001_02,SUB_11001,Belt,Belt,Belt,Belt,1,1,1,1,0,1,,Catalog (default),,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,Gürtel,,,,,Belt,Belt,Belt,Belt,
SUB_11001_03,SUB_11001,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,1,1,1,1,0,1,,Catalog (default),,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,Krawatten & Stecktücher,,,,,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,Ties & Pocket Square,
SUB_11001_04,SUB_11001,Sunglasses,Sunglasses,Sunglasses,Sunglasses,1,1,1,1,0,1,,Catalog (default),,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,Sonnenbrillen,,,,,Sunglasses,Sunglasses,Sunglasses,Sunglasses,
SUB_11002,MC_11001,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,1,1,1,1,0,1,,Catalog (default),,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,Bekleidung für Babys,,,,,Clothing for Babies,Clothing for Babies,Clothing for Babies,Clothing for Babies,
SUB_11003,MC_11001,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,1,1,1,1,0,1,,Catalog (default),,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,Bekleidung für Damen,,,,,Clothes for Women,Clothes for Women,Clothes for Women,Clothes for Women,
SUB_11003_01,SUB_11003,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,1,1,1,1,0,1,,Catalog (default),,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,Damenjacken & Damenmäntel,,,,,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,Ladies Jackets & Coats,
SUB_11003_02,SUB_11003,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,1,1,1,1,0,1,,Catalog (default),,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,Damenhosen,,,,,Ladies Trousers,Ladies Trousers,Ladies Trousers,Ladies Trousers,
SUB_11003_03,SUB_11003,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,1,1,1,1,0,1,,Catalog (default),,Blusen,Blusen,Blusen,Blusen,Blusen,Blusen,Blusen,Blusen,Blusen,Blusen,Blusen,Blusen,Blusen,Blusen,Blusen,Blusen,,,,,Ladies Blouses,Ladies Blouses,Ladies Blouses,Ladies Blouses,
SUB_11003_04,SUB_11003,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,1,1,1,1,0,1,,Catalog (default),,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,Damen-Shirts,,,,,Ladies Shirts,Ladies Shirts,Ladies Shirts,Ladies Shirts,
SUB_11003_05,SUB_11003,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,1,1,1,1,0,1,,Catalog (default),,Kleider,Kleider,Kleider,Kleider,Kleider,Kleider,Kleider,Kleider,Kleider,Kleider,Kleider,Kleider,Kleider,Kleider,Kleider,Kleider,,,,,Ladies Dresses,Ladies Dresses,Ladies Dresses,Ladies Dresses,
SUB_11003_06,SUB_11003,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,1,1,1,1,0,1,,Catalog (default),,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,Damenpullover,,,,,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,Ladies Sweaters,
SUB_11003_07,SUB_11003,Skirts,Skirts,Skirts,Skirts,1,1,1,1,0,1,,Catalog (default),,Röcke,Röcke,Röcke,Röcke,Röcke,Röcke,Röcke,Röcke,Röcke,Röcke,Röcke,Röcke,Röcke,Röcke,Röcke,Röcke,,,,,Skirts,Skirts,Skirts,Skirts,
SUB_11003_08,SUB_11003,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,1,1,1,1,0,1,,Catalog (default),,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,Damenunterwäsche,,,,,Ladies underwear,Ladies underwear,Ladies underwear,Ladies underwear,
SUB_11003_09,SUB_11003,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,1,1,1,1,0,1,,Catalog (default),,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,Damenbademode,,,,,Ladies swimwear,Ladies swimwear,Ladies swimwear,Ladies swimwear,
SUB_11003_10,SUB_11003,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,1,1,1,1,0,1,,Catalog (default),,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,Damennachtwäsche,,,,,Ladies nightwear,Ladies nightwear,Ladies nightwear,Ladies nightwear,
SUB_11004,MC_11001,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,1,1,1,1,0,1,,Catalog (default),,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,Bekleidung für Herren,,,,,Clothing for Men,Clothing for Men,Clothing for Men,Clothing for Men,
SUB_11004_01,SUB_11004,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,1,1,1,1,0,1,,Catalog (default),,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,Herrenjacken & Herrenmäntel,,,,,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,Jacket & Coats for men,
SUB_11004_02,SUB_11004,Pants for men,Pants for men,Pants for men,Pants for men,1,1,1,1,0,1,,Catalog (default),,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,Herrenhosen,,,,,Pants for men,Pants for men,Pants for men,Pants for men,
SUB_11004_03,SUB_11004,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,1,1,1,1,0,1,,Catalog (default),,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,Herren-Shirts,,,,,T-Shirts for men,T-Shirts for men,T-Shirts for men,T-Shirts for men,
SUB_11004_04,SUB_11004,Shirts for men,Shirts for men,Shirts for men,Shirts for men,1,1,1,1,0,1,,Catalog (default),,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,Herrenhemden,,,,,Shirts for men,Shirts for men,Shirts for men,Shirts for men,
SUB_11004_05,SUB_11004,Sweater for men,Sweater for men,Sweater for men,Sweater for men,1,1,1,1,0,1,,Catalog (default),,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,Herrenpullover,,,,,Sweater for men,Sweater for men,Sweater for men,Sweater for men,
SUB_11004_06,SUB_11004,Underwear for men,Underwear for men,Underwear for men,Underwear for men,1,1,1,1,0,1,,Catalog (default),,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,Herrenunterwäsche,,,,,Underwear for men,Underwear for men,Underwear for men,Underwear for men,
SUB_11004_07,SUB_11004,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,1,1,1,1,0,1,,Catalog (default),,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,Herrenbademode,,,,,Swimwear for men,Swimwear for men,Swimwear for men,Swimwear for men,
SUB_11004_08,SUB_11004,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,1,1,1,1,0,1,,Catalog (default),,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,Herrennachtwäsche,,,,,Sleepwear for men,Sleepwear for men,Sleepwear for men,Sleepwear for men,
SUB_11004_09,SUB_11004,Suits for men,Suits for men,Suits for men,Suits for men,1,1,1,1,0,1,,Catalog (default),,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,Herrenanzüge,,,,,Suits for men,Suits for men,Suits for men,Suits for men,
SUB_11005,MC_11001,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,1,1,1,1,0,1,,Catalog (default),,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,Bekleidung für Kinder,,,,,Clothes for Kids,Clothes for Kids,Clothes for Kids,Clothes for Kids,
SUB_11005_01,SUB_11005,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,1,1,1,1,0,1,,Catalog (default),,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,Kinderjacken & Kindermäntel,,,,,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,Kids Jackets & Coats,
SUB_11005_02,SUB_11005,Kids Pants,Kids Pants,Kids Pants,Kids Pants,1,1,1,1,0,1,,Catalog (default),,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,Kinderhosen,,,,,Kids Pants,Kids Pants,Kids Pants,Kids Pants,
SUB_11005_03,SUB_11005,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,1,1,1,1,0,1,,Catalog (default),,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,Kindershirts,,,,,Shirts for kids,Shirts for kids,Shirts for kids,Shirts for kids,
SUB_11005_04,SUB_11005,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,1,1,1,1,0,1,,Catalog (default),,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,Kinderkleider,,,,,Dresses for kids,Dresses for kids,Dresses for kids,Dresses for kids,
SUB_11005_05,SUB_11005,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,1,1,1,1,0,1,,Catalog (default),,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,Kinderpullover,,,,,Kids Sweaters,Kids Sweaters,Kids Sweaters,Kids Sweaters,
SUB_11005_06,SUB_11005,Children underwear,Children underwear,Children underwear,Children underwear,1,1,1,1,0,1,,Catalog (default),,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,Kinderunterwäsche,,,,,Children underwear,Children underwear,Children underwear,Children underwear,
SUB_11005_07,SUB_11005,Children swimwear,Children swimwear,Children swimwear,Children swimwear,1,1,1,1,0,1,,Catalog (default),,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,Kinderbademode,,,,,Children swimwear,Children swimwear,Children swimwear,Children swimwear,
SUB_11005_08,SUB_11005,Children accessories,Children accessories,Children accessories,Children accessories,1,1,1,1,0,1,,Catalog (default),,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,Kinderaccessoires,,,,,Children accessories,Children accessories,Children accessories,Children accessories,
SUB_11006,MC_11001,Handicrafts,Handicrafts,Handicrafts,Handicrafts,1,1,1,1,0,1,,Catalog (default),,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,Handarbeit,,,,,Handicrafts,Handicrafts,Handicrafts,Handicrafts,
SUB_11007,MC_11001,"Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags",1,1,1,1,0,1,,Catalog (default),,"Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen","Koffer, Rucksäcke & Taschen",,,,,"Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags","Suitcases, Backpacks & Bags",
SUB_11008,MC_11001,Jewelry,Jewelry,Jewelry,Jewelry,1,1,1,1,0,1,,Catalog (default),,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,Schmuck,,,,,Jewelry,Jewelry,Jewelry,Jewelry,
SUB_11009,MC_11001,Shoes,Shoes,Shoes,Shoes,1,1,1,1,0,1,,Catalog (default),,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,Schuhe,,,,,Shoes,Shoes,Shoes,Shoes,
SUB_11009_01,SUB_11009,Shoes for men,Shoes for men,Shoes for men,Shoes for men,1,1,1,1,0,1,,Catalog (default),,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,Herrenschuhe,,,,,Shoes for men,Shoes for men,Shoes for men,Shoes for men,
SUB_11009_02,SUB_11009,Shoes for women,Shoes for women,Shoes for women,Shoes for women,1,1,1,1,0,1,,Catalog (default),,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,Damenschuhe,,,,,Shoes for women,Shoes for women,Shoes for women,Shoes for women,
SUB_11009_03,SUB_11009,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,1,1,1,1,0,1,,Catalog (default),,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,Kinderschuhe,,,,,Shoes for Kids,Shoes for Kids,Shoes for Kids,Shoes for Kids,
SUB_11009_04,SUB_11009,Sneakers,Sneakers,Sneakers,Sneakers,1,1,1,1,0,1,,Catalog (default),,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,Sneakers,,,,,Sneakers,Sneakers,Sneakers,Sneakers,
SUB_11009_05,SUB_11009,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,1,1,1,1,0,1,,Catalog (default),,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,Schuhe für Jeden,,,,,Shoes for everyone,Shoes for everyone,Shoes for everyone,Shoes for everyone,
SUB_11010,MC_11001,Watches,Watches,Watches,Watches,1,1,1,1,0,1,,Catalog (default),,Uhren,Uhren,Uhren,Uhren,Uhren,Uhren,Uhren,Uhren,Uhren,Uhren,Uhren,Uhren,Uhren,Uhren,Uhren,Uhren,,,,,Watches,Watches,Watches,Watches,
